2,0.0,0.07898196392785571,0.38657438794726934
2,0.5,0.10395991983967937,0.06653860640301322
2,1.0,0.11129458917835672,0.06607344632768365
3,0.0,0.10364439991093058,0.5268888888888894
3,0.5,0.12857181028723336,0.10095668549905844
3,1.0,0.13239723892227898,0.10138794726930321
5,0.0,0.1227947094188387,0.677038606403013
5,0.5,0.14286300601202723,0.14708568738229755
5,1.0,0.14348761523046433,0.1636252354048964
10,0.0,0.1370602894678241,0.8164783427495291
10,0.5,0.14902017368069445,0.240828625235405
10,1.0,0.14827054998886616,0.24322975517890763
50,0.0,0.14776256290540263,0.9819209039548025
50,0.5,0.15007562331193,0.5079566854990584
50,1.0,0.14968976751871088,0.5254708097928437
